lot_id,original,story,base_mean,love_hint,source_url
75,"下
則去偷香竊玉上用心，又不曾得甚。
自從海棠開，想到如今。",,"這支籤帶有一些負面的含義，描述了在追求感情中費盡心力卻未能如願的情境。「偷香竊玉」暗示以非正當方式或過於心急的手段追求愛情，但結果卻未能如願或感情無法成就。「海棠開」則象徵花期已過、青春流逝，或是曾經的美好景象已隨時間而去，令人在回憶中充滿遺憾與反思。
這支籤意指在愛情中付出許多心力，甚至用不適當的方法來達到自己的目標，結果卻徒勞無功。就如同花期已過的海棠，時間在流逝，令人心生感慨與遺憾。它是一種對過去失落的反思，勸誡人們要用正當、誠心的態度去面對愛情，才能長久。",,https://www.manekineko.com.tw/blog/yuelao75
76,"上
忘足，履之適也。
忘腰，帶之適也。",,"這首籤詩強調的是「舒適自如」的境界，當鞋子合腳時，走路便不會注意到自己的腳，當腰帶合適時，也不會覺得它的存在。這是一種「適合」、「契合」的感覺，當人或物達到了真正的合適狀態，就不再有壓力或不適感，彼此能夠自然融洽地相處。
這籤詩的隱喻在於感情或人際關係的和諧與契合。當兩個人彼此合適時，就如同穿上一雙合腳的鞋子，既舒適又無壓力，彼此相處自然愉快，毫無負擔。因此，這籤詩傳遞了一個簡單但深刻的道理：在感情中，合適的伴侶會讓你感到輕鬆自在，毫不費力地走過人生路途。",,https://www.manekineko.com.tw/blog/yuelao76
77,"上
標有梅，其實七兮。
求我庶士，迨其吉兮。",,"這首籤詩以梅樹結果為喻，強調成果來臨的時機。梅樹開花美麗，但結果少而稀，這裡的「七」數代表著結果不多，但仍有收穫。籤詩表明，雖然過程可能艱辛或漫長，但如果堅持不懈，終會有些許收穫。「求我庶士」則是在鼓勵尋求者，當機會來臨時，應該趁勢而為，抓住時機，這將帶來幸運和成功。
在感情層面，籤詩透露出一個信息：儘管感情的發展可能不是一帆風順，或者當下看似進展不大，但未來仍有成功的機會。籤詩提醒在尋找愛情的過程中，需要耐心和等待，並在適當的時機採取行動，才有可能獲得美好的結局。",,https://www.manekineko.com.tw/blog/yuelao77
78,"中
欲速則不達。
見小利，則大事不成。",,"這首籤詩傳達的是「穩重與耐心」的重要性，提醒人們切勿過於急躁，否則反而會適得其反。急於達成某個目標，特別是在感情或生活中的重大決定時，往往會因為缺乏耐心和考慮不周，導致最後無法成功。同時，「見小利，則大事不成」則警示，如果只關注眼前的短期利益，忽略長遠的發展目標，最終會錯失更大的機會。
在感情中，這籤詩提示不要太過心急，不要因為小小的成功或一時的好感就草率決定，反而要細心培養感情，讓感情逐步穩定發展。過於急躁或看重短期的利益，最終可能會錯過真正適合的對象，或導致關係破裂。",,https://www.manekineko.com.tw/blog/yuelao78
79,"上
更灑遍客舍青青，千縷柳色新。",,"這首籤詩充滿了春意盎然的意象，「灑遍客舍青青」讓人聯想到春雨滋潤大地，讓萬物煥然一新，充滿生機。「千縷柳色新」則是描繪了柳樹發芽、春意盎然的景象，預示著新的開始和充滿希望的未來。籤詩整體意境優美，暗示著在感情或人生的旅途中，經歷過一些波折或停滯後，將迎來轉機，煥發新的生機和希望。
這籤詩強調的是一種新的起點，無論是感情還是生活的其他方面，之前的困難或壓力將逐漸消散，新的機會正在來臨。籤詩透露出一種積極向上的能量，提示著有好事即將發生，只要耐心等待，機會終將到來。",,https://www.manekineko.com.tw/blog/yuelao79
80,"上
悲莫悲兮生別離，樂莫樂兮新相知。",,"這首籤詩以「生別離」和「新相知」的對比，表現出感情中兩種強烈的情感狀態。上句「悲莫悲兮生別離」指出，人生中最痛苦的事莫過於與摯愛之人的分離，這種分離不僅帶來情感的巨大痛苦，也會讓人深刻體會到感情的無常。下句「樂莫樂兮新相知」則描寫了重新認識新朋友或新愛人的快樂，這種情感中的新鮮感和興奮感，往往會讓人暫時忘卻過去的悲傷。
這籤詩傳達了一個信息：感情世界中總有離別的痛苦，但同時也有新相識帶來的希望與喜悅。無論你正在經歷分離的痛苦，還是剛開始一段新的戀情，籤詩提醒你，悲歡離合是人生的一部分，不要因為過去的傷痛而拒絕新機會，也不要在新的情感中過於急躁，要珍惜當下的相遇與緣分。",,https://www.manekineko.com.tw/blog/yuelao80
81,"中
經之營之，不日成之。",,"籤詩傳達的是「持之以恆，終能成功」的信念。意思是，只要你經過謹慎的計劃與努力，事情最終將會圓滿達成。「經之營之」強調規劃和付出過程中的細緻與耐心，而「不日成之」則預示成功近在眼前，提醒你繼續堅持，成功並不遙遠。
感情方面，這籤詩預示著穩定而有計劃的發展，無論是追求中還是進入一段穩定關係，都需要耐心、付出和努力。過程或許會有一些阻礙，但只要保持信心與持續的投入，感情或婚姻的願望將會實現。這籤詩也暗示你目前處於一個需要更多時間和耐心的階段，不能急於求成，應該逐步累積成果。",,https://www.manekineko.com.tw/blog/yuelao81
82,"上上
行去耶，
前朱雀而後玄武，
左青龍而右白虎。",,"這籤詩以古代的四象方位象徵：朱雀、玄武、青龍、白虎，描繪出一個平衡且保護的局面。籤詩的意思是說，你正處於一個非常有利的時機和環境中，無論前後左右都有守護的力量在支撐著你。這暗示了在你的感情、人生道路上，一切已經安排妥當，四方皆有力量助你前行，成功近在眼前。
「前朱雀而後玄武」代表你前有機會，後有支持；「左青龍而右白虎」則意味著左右有助力，所有的事情都在正確的軌道上進行。這樣的局勢不僅意味著感情上的順利，還預示著整體人生道路的穩定與成就。",,https://www.manekineko.com.tw/blog/yuelao82
83,"下
姑舍是。",,"「姑舍是」的意思可以理解為「暫且放下」，這句籤詩暗示你目前可能面臨一個暫時無法解決的問題或困境，籤詩建議你應該暫時放手或停下腳步，不要過於執著。這是一種提醒，現階段的執行或追求可能並不順利，最好停下來觀察，或者換個方式思考問題。
感情方面，這籤詩顯示出現階段的進展可能遇到一些阻礙或不如預期，提醒你不要過度堅持或強行推動，適當的放手或退讓反而可能帶來新的契機。這並不代表永遠放棄，而是給自己和對方更多的空間，待時機成熟後再重新出發。",,https://www.manekineko.com.tw/blog/yuelao83
84,"上平
勸君莫惜金縷衣，
勸君惜取少年時，
花開堪折直需折，
莫待無花空折枝。",,"這籤詩勸誡人們不要過於執著於外在的物質或表象（如金縷衣），而應珍惜年輕時光，並在適當的時機抓住機會（如花開時便應摘取）。這籤詩暗示時機和青春是短暫的，感情或生活中遇到好的機會應當及時把握，不要因猶豫或拖延而錯過良機，最後只能徒然後悔。這種「及時行樂」的態度強調行動的重要性，提醒人們珍惜當下。
在感情方面，籤詩的核心建議是不要過度猶豫或觀望，當愛情來臨時應該勇敢追求，否則可能錯過對的人。人生中很多機會都是短暫的，猶豫不決可能導致錯失珍貴的機遇，這也是對青春年華和生命短暫的警示。",,https://www.manekineko.com.tw/blog/yuelao84
85,"上上大吉
得其所哉，
得其所哉。",,這籤詩言簡意賅，重複的「得其所哉」既是對理想狀態的肯定，也代表一種宇宙能量的對應與和諧——無論在感情、事業、生活上，都象徵著你與合適的緣分、環境在彼此的磁場中共鳴，彷彿所有的努力、願望終於落到了「天時地利人和」的節奏裡。這樣的祝福來自於你的內在與外在達到平衡與共振的時刻，是能夠順利體驗幸福的時機。,,https://www.manekineko.com.tw/blog/yuelao85
86,"中
河漢清且淺，
相去復幾許，
盈盈一水間，
脈脈不得語。",,「河漢清且淺，相去復幾許，盈盈一水間，脈脈不得語」帶有濃厚的情感隱喻，描述的是一段充滿曖昧卻無法突破的情感。這種情境彷彿是兩人之間相互吸引，卻因緣分不足或外在阻隔，導致彼此無法走近。河水清澈而淺，卻難以跨越，暗示愛情中看似近在咫尺，實際卻隔著一道無形的障礙。,,https://www.manekineko.com.tw/blog/yuelao86
87,"下
便如鳳去秦樓，
雲斂巫山。",,「便如鳳去秦樓，雲斂巫山」，描繪了一幅離別的畫面，如鳳凰飛離宮殿，雲霧籠罩巫山，象徵美好緣分的逝去與無法把握。這籤詩提醒求籤者放下不必要的執著，學會接受無法掌控的變化，從過往中汲取經驗，重新聚焦自身的成長。,,https://www.manekineko.com.tw/blog/yuelao87
88,"中
是非吾所謂情也。",,"這句籤詩語意簡練卻意境深遠，表達了對情感的某種無奈和釋懷。籤詩意在說明，是非並非真情的本質，過度糾結於「是非對錯」會讓情感變得複雜甚至變質。這句話提醒我們，在愛情或人際關係中，不要陷入不必要的計較，學會接受他人與自己的不完美，才能經營出更為和諧的關係。
在感情中，這籤詩代表著學會放下對彼此的過多期待和責備，專注於情感的純粹和真實，而不是計較每個細節的對錯。若過於堅持自己對情感的看法和標準，反而會阻礙情感的發展。這是一個呼籲理性看待愛情的籤詩，學會包容才能讓愛更長久，情感的核心不在於誰對誰錯，而在於彼此的包容和理解。如果只專注於爭論是非、講求對錯，情感可能因此變得冷淡。當雙方放下計較與偏見，才能讓愛情更加穩定與長久。",,https://www.manekineko.com.tw/blog/yuelao88
89,"中
卜以決疑，
不疑何卜。",,"此籤以簡潔的句子指出占卜的目的乃為「解疑」，若無疑問，何需求籤？籤詩提醒求籤者要先了解自身內心真正的疑惑與需求，不要因過多的懷疑或不安而使內心失去平衡。這是一句直指內心的籤詩，意在提醒你，清楚自己所求，才能更有效地解決問題。對於感情問題而言，籤詩暗示多疑、糾結於小事的心態，可能會讓關係變得緊張或不穩定，應該直面真實感受，才能更好地理清情況。
此籤也有「信任」的含義，即若你對彼此的感情足夠信任，便無需頻繁地求證或懷疑。無論是對感情、事業、還是生活的其他面向，籤詩的核心建議是「信念」。過於依賴外界的建議或頻繁求問，不如平靜心態、遵循內心的感覺，這樣才能找到內心真正的答案。
籤詩提醒我們，占卜是用來解決疑惑的，如果你對某事毫無疑惑，那就不需要透過求籤來尋求指引。過於在意外界的答案或別人的想法，反而會讓內心越發焦躁，難以做出正確的選擇。無論是愛情還是其他方面的事情，信任自己的判斷，心無旁騖，便能更接近問題的核心。",,https://www.manekineko.com.tw/blog/yuelao89
90,"上
兩情若是長久時，
又豈在朝朝暮暮。",,"此籤詩道出愛情的真諦：真正的愛情若能長久堅定，並不拘泥於是否能朝夕相伴。這句籤詩以精煉的文字表達出「心靈相通」的深刻內涵，提醒我們愛情的本質並非表面的接近，而是內心深處的連結。即使兩人分隔兩地，若彼此心意相通，感情仍然可以長久不變。此籤適合那些經歷遠距離或長時間分離的情侶，籤意鼓勵他們堅定內心的愛意，不因一時的困難而動搖。
從此籤的智慧看來，愛情更重在「理解與支持」，而非「佔有與依賴」。這是一種較高層次的情感境界，即便不能時時相見，彼此仍能為對方祝福，這樣的情感往往更深刻且珍貴。籤詩也提醒我們要學會在感情中「保持距離中的親密」，當心靈間的信任足夠堅固，距離便成為增進愛情的考驗，而不是阻礙。
真正長久的感情並不在於天天見面，而在於心靈的默契。若兩人的心靈能夠互相契合，即使分隔兩地，愛情依然能持久。這籤詩告訴我們不要過於執著於表面的朝夕相處，而是學會珍惜心靈上的相知與信任。",,https://www.manekineko.com.tw/blog/yuelao90
91,"上
你往事已沉，
我只言自今。",,"這首籤詩中帶有勸慰與放下的涵義。過去的事情已經過去，不需再為此煩憂，重要的是從現在開始，如何重新出發、向前邁進。此籤意指緣分已來到一個新的起點，舊日的情結應該放下，轉而專注於當下與未來。它帶著鼓勵意味，提醒人們放下過去的傷痕，無論是感情中的遺憾、錯過，或其他心中的執著，都可以在當下找到新的開始。若能專注於當下，生活中便會有更多的希望與機遇。
這首籤詩適合於那些正在回顧或執著過去感情的人，鼓勵他們從這些記憶中走出來，開始一段新的旅程。詩句中「你往事已沉」是讓人放下包袱的提示，而「我只言自今」則帶來積極向前的能量，啟發人們把握當下的幸福。
你的過去已經成為歷史，不需再糾結於往事。我現在只要告訴你，應當專注於當下，不再沉溺於過去的情感或遺憾。這籤詩提醒你，過去的事情已經成為記憶，現在是你重新開始的最佳時機。",,https://www.manekineko.com.tw/blog/yuelao91
92,"中
明明如月，
何時可掇。",,這支籤詩描繪了一種向往與無奈之情。「明明如月」形容美好的事物或目標如皎潔的明月，清晰可見、光彩奪目，但卻遙不可及。此籤表達了一種對理想的渴望與無法輕易獲得的困難，寓意著當前的目標或感情雖近在眼前，卻不容易真正擁有。這也暗示在追求愛情或夢想的過程中，可能存在較大的阻礙，需要耐心與堅持。,,https://www.manekineko.com.tw/blog/yuelao92
93,"上上
而浮生若夢，
為歡幾何？",,"這首籤詩蘊含著人生如夢、歡樂短暫的哲理。它提醒人們，生命如同流水般稍縱即逝，應該珍惜當下，把握生命中的美好與快樂。詩中所表現的不僅是對時間的感慨，更是一種對愛情和生活態度的提醒：無論是愛情還是生活，都應以珍惜為核心，莫要錯失眼前的幸福，尤其是當有好的緣分出現時，不要因為猶豫或顧慮太多而錯失機會。
此籤多用於指引人在感情上更勇敢地去追尋真愛，或在婚姻中學會珍惜彼此。感情如同一場夢境，與其追求完美的結局，不如珍惜當下擁有的一切。
人生像夢一般短暫，快樂的時光又能有多久？這籤詩提醒你珍惜眼前，無論是愛情還是生活，都應學會活在當下，把握機會，不要讓遺憾成為生命的主題。",,https://www.manekineko.com.tw/blog/yuelao93
94,"中
巧言令色，
鮮矣仁。",,"這首籤詩出自《論語》，孔子曾批評那些善於巧言花語、用虛假表情取悅他人的人，這樣的人很少是真正仁愛之人。籤詩意在提醒人們，交友或選擇伴侶時應注意對方是否真誠，莫被外在的甜言蜜語所迷惑，而忽略了對方內心的真實面貌。
在感情方面，這籤詩特別警示那些外表吸引人但內心虛偽的人，尤其是在情感選擇上，應多觀察對方的行為是否與言語一致，而非只聽信對方的甜言蜜語。愛情需要建立在誠實和真心的基礎上，若對方過於言辭浮誇，反而需要多加謹慎。
說話巧妙動聽、表情討人喜歡的人，往往缺乏真正的仁愛之心。這籤詩提醒你，在感情或人際交往中要注重真誠，提防那些表裡不一、只用話語討好你的人。",,https://www.manekineko.com.tw/blog/yuelao94
95,"上
螽斯羽，
薨薨兮。
宜爾子孫，
繩繩兮。",,"這首籤詩出自《詩經·小雅》，以螽斯（一種蝗蟲）繁茂的羽翼，象徵家族繁榮、子孫綿延不絕。詩中充滿了祝福意味，寓意子孫繼代，家族興旺，延綿不息。詩中的「薨薨」形容螽斯振翅的聲音，顯示生生不息、活力盎然的景象。
在感情和家庭層面，此籤帶有深厚的福氣與祈願，代表感情穩固、家庭幸福，婚姻可能孕育出和諧美滿的下一代，象徵愛情與生命的延續。籤詩表明，無論是感情、婚姻還是家庭運勢，都具備穩定且幸福的能量。",,https://www.manekineko.com.tw/blog/yuelao95
96,"上上
雖執鞭之士，吾亦為之。",,"此籤寓意一種高尚的謙遜與無怨無悔的奉獻精神。“雖執鞭之士，吾亦為之”表示無論身處何等位置，即使從事卑微的工作或承擔辛苦的角色，也願意投入並付出。此籤帶有尊重自我價值和對責任心的強烈認同，顯示在困難或挑戰中堅毅不拔、無怨無悔的態度，最終能夠獲得相應的回報與肯定。
在感情層面，這籤詩意指無論身處何種位置，若真心相愛，無論高低貴賤，彼此都應以真誠和付出為基礎。籤詩也隱喻對未來幸福的追求需要腳踏實地的努力，而非一味等待奇蹟降臨。",,https://www.manekineko.com.tw/blog/yuelao96
97,"中
歸楚，楚人不信。
歸漢，漢人震恐。
足下欲持是安歸乎？",,"此籤象徵選擇與歸屬的困境，亦反映在人際關係、感情或人生抉擇中的徬徨與不確定性。
「歸楚，楚人不信」意指當你選擇靠近某方時，可能會面臨懷疑與不被接納的情況。
「歸漢，漢人震恐」則意味選擇另一條路，可能也會帶來壓力或震動局勢的影響。
籤詩的最後一句，點出核心問題：「足下欲持是安歸乎？」——這是一種對內心抉擇的追問，提示你需要在混亂中找到真實的自己，決定方向，無論選擇哪條路，都要對自己的決定負責並勇敢承擔結果。
籤詩也暗示，外界的評價與反應不應成為你唯一考量的因素，真正重要的是你內心的安穩與堅定。
當你面臨選擇時，無論去哪裡，都可能會遇到不同的阻力與挑戰。這支籤詩提醒你，不要因為別人的不信任或反對而動搖自己的決定。最重要的是找到真正適合自己的歸屬，並對自己的選擇負責，無需過於擔憂他人的反應。",,https://www.manekineko.com.tw/blog/yuelao97
98,"上
昨夜江邊春草生，
艨艟巨艦一毛輕，
向來枉費推移力，
此日中流自在行。",,"這支籤詩帶有希望與解脫的象徵，描繪了一段從困難到順遂的轉折過程。
「昨夜江邊春草生」暗示新的機會與生機正在萌芽，過去的停滯狀態將逐漸消散。
「艨艟巨艦一毛輕」形容曾經感覺無法克服的壓力與重擔，如今變得輕如鴻毛。
「向來枉費推移力」點出過去的努力可能看似徒勞，但實際上已為現在的進展奠定了基礎。
「此日中流自在行」象徵在逆流中找到平衡與力量，如今已能順利前行，收穫努力的果實。
昨晚河邊的春草開始萌芽，象徵新希望的降臨。曾經感覺無比沉重的負擔，如今顯得輕而易舉。過去的辛苦雖然看似沒有結果，但正是這些累積，讓今天的順遂成為可能。如今，你終於能在河流中央順利地航行，充分享受努力後的成果。
籤詩蘊含著勸誡：人生中雖有低谷與阻礙，但只要堅持與等待，時機來臨時便能如行舟般自在前行。",,https://www.manekineko.com.tw/blog/yuelao98
99,"中
必先苦其心志。",,"這支籤詩以短短的七字道出一段人生的真諦，表明成就幸福或成功之前，必須經歷心志的磨煉與艱辛。
「必先苦其心志」源於古訓，意指在成大事、得真愛之前，總會面臨困難和挑戰。這些磨練並非命運的懲罰，而是成長的必經之路。
籤詩提醒，唯有經歷挫折，才能鍛造強韌的心志，為未來的幸福鋪平道路。
這支籤詩強調一個重要的理念：不要害怕眼前的困難，因為它們會帶來更大的突破與收穫。感情和人生一樣，都需要耐心和堅毅。
如果你現在感到迷茫或受挫，請不要灰心，因為這些挑戰是為了磨煉你的心志，讓你成為一個更強大、更成熟的人。只有經歷過這樣的考驗，你才能更加珍惜未來所擁有的幸福。耐心面對眼前的困難，成長與希望就隱藏在其中。",,https://www.manekineko.com.tw/blog/yuelao99
100,"上上
花好、月圓、人壽。",,"此籤詩展現了一幅幸福美滿的生活畫面，以「花好」、「月圓」、「人壽」為象徵，點出愛情的美好、家庭的圓滿以及生命的延續與健康，表明了一種極為吉祥的氣象。這是一支象徵祝福的籤，無論在愛情、事業還是家庭方面，均有順利與和諧的能量。
「花好」：代表感情的順利、愛情的甜蜜與幸福，特別是正在萌芽的戀情或穩定的感情發展。
「月圓」：象徵團圓與圓滿，無論是家人、伴侶或朋友，這都是人際關係融洽的象徵。
「人壽」：代表健康、長壽與生命力，這是幸福生活的基石。
籤詩暗示，若能珍惜當下，把握幸福，便能實現理想的美好生活。同時也提醒，幸福不是理所當然，而是需要經營與感恩才能持續延續。",,https://www.manekineko.com.tw/blog/yuelao100
101,"籤王
佳偶天成，
神仙美眷也。
夫復何求?",,"這是一支極為吉祥的籤詩，堪稱籤王。它描述了天作之合的美好姻緣，像是神仙眷侶般的幸福無瑕，幾乎無可挑剔。「佳偶天成」點明兩人感情深厚，緣分天注定，無須強求便能攜手共度人生。「神仙美眷」則強調感情的穩定與甜蜜，宛如天賜良緣，難能可貴。
這支籤預示著愛情或婚姻已然抵達圓滿的境界，對於正處於感情中的人來說，是一種肯定與祝福；而對於尚在尋愛的人，也預示著未來的感情充滿希望與美好。
這支籤詩告訴我們，當兩個人能走到一起，並且感情深厚、契合如神仙眷侶般和諧，那便是命運的最好安排。這樣的幸福來自於彼此珍惜和天意眷顧，是不可多得的良緣。若已擁有，便要感恩珍惜；若尚未遇到，則要抱持希望，因為命中注定的佳偶終會來到。",,https://www.manekineko.com.tw/blog/yuelao101